item,itemLabel
http://www.wikidata.org/.well-known/genid/2dfb5e3af2e6dbe50d3887bb733fafaa,http://www.wikidata.org/.well-known/genid/2dfb5e3af2e6dbe50d3887bb733fafaa
http://www.wikidata.org/.well-known/genid/365b8cd347f4abbdb99a122269503fbf,http://www.wikidata.org/.well-known/genid/365b8cd347f4abbdb99a122269503fbf
http://www.wikidata.org/.well-known/genid/273feaade4146f0ff49d89454ffb3b6f,http://www.wikidata.org/.well-known/genid/273feaade4146f0ff49d89454ffb3b6f
http://www.wikidata.org/.well-known/genid/31c8740b9b508a7003b7b0f31b0d0157,http://www.wikidata.org/.well-known/genid/31c8740b9b508a7003b7b0f31b0d0157
http://www.wikidata.org/.well-known/genid/34ba315290e85e5762bd3a220dedb3c9,http://www.wikidata.org/.well-known/genid/34ba315290e85e5762bd3a220dedb3c9
http://www.wikidata.org/.well-known/genid/37bcf4f70be4842f2677420745e6cb72,http://www.wikidata.org/.well-known/genid/37bcf4f70be4842f2677420745e6cb72
http://www.wikidata.org/.well-known/genid/2ac98b7a55c78d749ebac61c235f8c79,http://www.wikidata.org/.well-known/genid/2ac98b7a55c78d749ebac61c235f8c79
http://www.wikidata.org/.well-known/genid/2d6d280bbb83adf68364b9d76d3ad716,http://www.wikidata.org/.well-known/genid/2d6d280bbb83adf68364b9d76d3ad716
http://www.wikidata.org/.well-known/genid/3691e36b5ba3f27475bfb38615da561e,http://www.wikidata.org/.well-known/genid/3691e36b5ba3f27475bfb38615da561e
http://www.wikidata.org/.well-known/genid/36a634a11a8284c098022c620ed3c6e4,http://www.wikidata.org/.well-known/genid/36a634a11a8284c098022c620ed3c6e4
http://www.wikidata.org/.well-known/genid/34caafa9c34dc5fa45b9f8109cf5aee8,http://www.wikidata.org/.well-known/genid/34caafa9c34dc5fa45b9f8109cf5aee8
http://www.wikidata.org/.well-known/genid/27d19610c8790f7527c7400f5998e5d1,http://www.wikidata.org/.well-known/genid/27d19610c8790f7527c7400f5998e5d1
http://www.wikidata.org/.well-known/genid/363de2d0995682fe871be308705d4418,http://www.wikidata.org/.well-known/genid/363de2d0995682fe871be308705d4418
http://www.wikidata.org/.well-known/genid/29cf194a7cb94e34b399d5dc4c37b234,http://www.wikidata.org/.well-known/genid/29cf194a7cb94e34b399d5dc4c37b234
http://www.wikidata.org/.well-known/genid/312128dfeb946983742e8b03b8d34c7f,http://www.wikidata.org/.well-known/genid/312128dfeb946983742e8b03b8d34c7f
http://www.wikidata.org/.well-known/genid/34e6b0d24c04960c1b0fdb791a9136fe,http://www.wikidata.org/.well-known/genid/34e6b0d24c04960c1b0fdb791a9136fe
http://www.wikidata.org/.well-known/genid/359686d4ea80cac93a9b6723b5b75f77,http://www.wikidata.org/.well-known/genid/359686d4ea80cac93a9b6723b5b75f77
http://www.wikidata.org/.well-known/genid/33b36714370a35a999b7289ed5086f60,http://www.wikidata.org/.well-known/genid/33b36714370a35a999b7289ed5086f60
http://www.wikidata.org/.well-known/genid/2c1cf0c00cae5b923df0b41cc1f454b2,http://www.wikidata.org/.well-known/genid/2c1cf0c00cae5b923df0b41cc1f454b2
http://www.wikidata.org/.well-known/genid/35793f32731f2fad6d92d1eab96b7277,http://www.wikidata.org/.well-known/genid/35793f32731f2fad6d92d1eab96b7277
http://www.wikidata.org/.well-known/genid/3704589b61e0d866d9b6a0dc7157fdab,http://www.wikidata.org/.well-known/genid/3704589b61e0d866d9b6a0dc7157fdab
http://www.wikidata.org/.well-known/genid/2d89e1811fcecee87cb170c893f43b3a,http://www.wikidata.org/.well-known/genid/2d89e1811fcecee87cb170c893f43b3a
http://www.wikidata.org/.well-known/genid/2a600ffb6791c83948d4c623a67476da,http://www.wikidata.org/.well-known/genid/2a600ffb6791c83948d4c623a67476da
http://www.wikidata.org/.well-known/genid/32d828fdbf1e535b1e8215a35fede6fc,http://www.wikidata.org/.well-known/genid/32d828fdbf1e535b1e8215a35fede6fc
http://www.wikidata.org/.well-known/genid/2756efeb900ce03ed383236773d9c0e5,http://www.wikidata.org/.well-known/genid/2756efeb900ce03ed383236773d9c0e5
http://www.wikidata.org/.well-known/genid/2efd62dd5dbe13862734c53b4b105743,http://www.wikidata.org/.well-known/genid/2efd62dd5dbe13862734c53b4b105743
http://www.wikidata.org/.well-known/genid/314c10d4f62e01d248537af9e68dacff,http://www.wikidata.org/.well-known/genid/314c10d4f62e01d248537af9e68dacff
http://www.wikidata.org/.well-known/genid/3573b127354afa67a55b2807df24ddd5,http://www.wikidata.org/.well-known/genid/3573b127354afa67a55b2807df24ddd5
http://www.wikidata.org/.well-known/genid/30b460eb733581a4e635a7d4fcfe08d2,http://www.wikidata.org/.well-known/genid/30b460eb733581a4e635a7d4fcfe08d2
http://www.wikidata.org/.well-known/genid/2a4afecd4ba3d3bbeb35e32a19fd179d,http://www.wikidata.org/.well-known/genid/2a4afecd4ba3d3bbeb35e32a19fd179d
http://www.wikidata.org/.well-known/genid/35a8a328e7fb9d7651fe9c7e010e4391,http://www.wikidata.org/.well-known/genid/35a8a328e7fb9d7651fe9c7e010e4391
http://www.wikidata.org/.well-known/genid/340384d120285d70c98748865f4553b0,http://www.wikidata.org/.well-known/genid/340384d120285d70c98748865f4553b0
http://www.wikidata.org/.well-known/genid/36b4e95886b0a34f21ea70b98e07cd35,http://www.wikidata.org/.well-known/genid/36b4e95886b0a34f21ea70b98e07cd35
http://www.wikidata.org/.well-known/genid/2dc68d8298a85b8ef9f724b4df0a2c16,http://www.wikidata.org/.well-known/genid/2dc68d8298a85b8ef9f724b4df0a2c16
http://www.wikidata.org/.well-known/genid/2f8ad48a8dd4adf8fe73e8590db07db8,http://www.wikidata.org/.well-known/genid/2f8ad48a8dd4adf8fe73e8590db07db8
http://www.wikidata.org/.well-known/genid/341294ea19f7308c05375d0b8ce524c4,http://www.wikidata.org/.well-known/genid/341294ea19f7308c05375d0b8ce524c4
http://www.wikidata.org/.well-known/genid/2749e65e1f3a79a912b75fb040bc7e85,http://www.wikidata.org/.well-known/genid/2749e65e1f3a79a912b75fb040bc7e85
http://www.wikidata.org/.well-known/genid/2b0e4b1b237e3d0704a2e52c3c1d15e3,http://www.wikidata.org/.well-known/genid/2b0e4b1b237e3d0704a2e52c3c1d15e3
http://www.wikidata.org/.well-known/genid/33d07438645e2f273f00ffe7be9d7dfa,http://www.wikidata.org/.well-known/genid/33d07438645e2f273f00ffe7be9d7dfa
http://www.wikidata.org/.well-known/genid/37614927c8e1f9187544d2bce85358d9,http://www.wikidata.org/.well-known/genid/37614927c8e1f9187544d2bce85358d9
http://www.wikidata.org/.well-known/genid/37602a7769b489bafa2202912750987a,http://www.wikidata.org/.well-known/genid/37602a7769b489bafa2202912750987a
http://www.wikidata.org/.well-known/genid/2d8e4c513facc0184be52a7dc56a66d1,http://www.wikidata.org/.well-known/genid/2d8e4c513facc0184be52a7dc56a66d1
http://www.wikidata.org/.well-known/genid/321ebc5699a8e66011dfaa319343df88,http://www.wikidata.org/.well-known/genid/321ebc5699a8e66011dfaa319343df88
http://www.wikidata.org/.well-known/genid/32c689f2f6880c7bdf7a0f3d418f8b30,http://www.wikidata.org/.well-known/genid/32c689f2f6880c7bdf7a0f3d418f8b30
http://www.wikidata.org/.well-known/genid/33677a02fe9345f9e0a13c51908bed49,http://www.wikidata.org/.well-known/genid/33677a02fe9345f9e0a13c51908bed49
http://www.wikidata.org/.well-known/genid/2dc373c7db2c76d11dfdaa742d33302f,http://www.wikidata.org/.well-known/genid/2dc373c7db2c76d11dfdaa742d33302f
http://www.wikidata.org/.well-known/genid/288635c7c6dd26b192d604ddb2157efe,http://www.wikidata.org/.well-known/genid/288635c7c6dd26b192d604ddb2157efe
http://www.wikidata.org/.well-known/genid/283b07a69e530fc3fe98f726ed7b3ab5,http://www.wikidata.org/.well-known/genid/283b07a69e530fc3fe98f726ed7b3ab5
http://www.wikidata.org/.well-known/genid/2bb54b6fd85da29478d2e657f772958b,http://www.wikidata.org/.well-known/genid/2bb54b6fd85da29478d2e657f772958b
http://www.wikidata.org/.well-known/genid/37fdd9661b44562acd1112ea368a3778,http://www.wikidata.org/.well-known/genid/37fdd9661b44562acd1112ea368a3778
http://www.wikidata.org/.well-known/genid/2793d0b11f1bc0d4e1d12ce5823deae0,http://www.wikidata.org/.well-known/genid/2793d0b11f1bc0d4e1d12ce5823deae0
http://www.wikidata.org/.well-known/genid/345823b98699b4e71f2d0f72b49e2f5d,http://www.wikidata.org/.well-known/genid/345823b98699b4e71f2d0f72b49e2f5d
